workflow_type,task_category,task_instances,workflows_with_this_task
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_23,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_24,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_25,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_26,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_27,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_28,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_29,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_3,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_30,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_31,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_32,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_33,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_34,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_35,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_4,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_5,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_6,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_7,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_8,8,8
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_9,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_1,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_10,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_11,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_12,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_13,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_14,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_15,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_16,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_17,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_18,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_19,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_2,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_20,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_21,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_22,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_23,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_24,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_25,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_26,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_27,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_28,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_29,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_3,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_30,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_31,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_32,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_33,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_34,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_35,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_4,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_5,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_6,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_7,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_8,8,8
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_9,8,8
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_10,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_11,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_12,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_13,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_14,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_15,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_16,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_1_sequence_17,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_10,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_11,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_12,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_13,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_14,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_15,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_16,7,7
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_1_sequence_17,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_10,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_11,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_12,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_13,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_14,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_15,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_16,7,7
epigenomics,map_map_hep2_msp1_digests_s_1_sequence_17,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_10,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_11,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_12,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_13,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_14,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_15,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_16,7,7
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_1_sequence_17,7,7
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_20,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_21,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_22,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_23,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_24,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_25,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_26,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_27,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_28,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_29,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_30,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_31,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_32,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_33,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_34,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_35,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_36,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_2_sequence_37,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_20,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_21,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_22,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_23,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_24,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_25,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_26,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_27,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_28,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_29,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_30,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_31,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_32,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_33,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_34,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_35,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_36,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_2_sequence_37,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_20,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_21,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_22,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_23,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_24,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_25,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_26,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_27,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_28,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_29,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_30,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_31,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_32,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_33,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_34,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_35,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_36,6,6
epigenomics,map_map_hep2_msp1_digests_s_2_sequence_37,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_20,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_21,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_22,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_23,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_24,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_25,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_26,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_27,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_28,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_29,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_30,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_31,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_32,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_33,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_34,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_35,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_36,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_2_sequence_37,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_1,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_10,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_11,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_12,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_13,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_14,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_15,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_16,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_17,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_18,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_2,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_3,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_4,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_5,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_6,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_7,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_8,6,6
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_5_sequence_9,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_1,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_10,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_11,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_12,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_13,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_14,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_15,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_16,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_17,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_18,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_2,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_3,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_4,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_5,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_6,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_7,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_8,6,6
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_5_sequence_9,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_1,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_10,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_11,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_12,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_13,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_14,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_15,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_16,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_17,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_18,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_2,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_3,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_4,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_5,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_6,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_7,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_8,6,6
epigenomics,map_map_hep2_msp1_digests_s_5_sequence_9,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_1,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_10,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_11,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_12,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_13,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_14,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_15,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_16,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_17,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_18,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_2,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_3,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_4,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_5,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_6,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_7,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_8,6,6
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_5_sequence_9,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_31,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_32,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_33,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_34,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_35,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_36,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_37,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_38,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_39,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_40,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_41,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_42,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_43,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_44,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_45,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_46,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_47,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_48,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_49,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_50,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_51,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_52,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_53,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_54,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_55,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_56,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_57,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_58,6,6
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_59,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_31,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_32,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_33,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_34,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_35,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_36,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_37,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_38,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_39,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_40,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_41,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_42,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_43,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_44,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_45,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_46,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_47,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_48,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_49,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_50,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_51,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_52,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_53,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_54,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_55,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_56,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_57,6,6
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_1_sequence_58,6,6
